Issuer Name,BSE Code,NSE Code,Sector Name,Industry Name,BSE/NSE Flag
W.S. Industries (India) Ltd.,504220,,Industrials,Construction,N
Delton Cables Ltd.,504240,,Industrials,Capital Goods,N
Lakshmi Electrical Control Systems,504258,,Industrials,Capital Goods,N
MODULEX CONSTRUCTION TECHNOLOGIES LIMITED,504273,,Industrials,Construction,N
DELTA MANUFACTURING LIMITED ,504286,,Industrials,Capital Goods,N
Longspur International Ventures Limited,504340,,Financial Services,Financial Services,N
RAVINDRA ENERGY LIMITED,504341,RELTD,Services,Services,Y
RRP SEMICONDUCTOR LIMITED,504346,,Financial Services,Financial Services,N
Empower India Limited,504351,,Information Technology,Information Technology,N
Multipurpose Trading & Agencies Ltd,504356,,Services,Services,N
Ridhi Synthetics Ltd.,504365,,Financial Services,Financial Services,N
Grandma Trading & Agencies Ltd.,504369,,Services,Services,N
Ardi Investment & Trading Ltd.,504370,,Services,Services,N
Softbpo Global Services Ltd.,504375,,Information Technology,Information Technology,N
Nyssa Corporation Limited,504378,,Services,Services,N
FLOMIC GLOBAL LOGISTICS LIMITED,504380,,Services,Services,N
Krishna Ventures Limited,504392,,Consumer Discretionary,Realty,N
Uni-Abex Alloy Products Ltd.,504605,,Industrials,Capital Goods,N
Sarda Energy & Minerals Ltd,504614,,Commodities,Metals & Mining,N
Bhagwati Autocast Limited,504646,,Consumer Discretionary,Automobile and Auto Components,N
Bombay Wire Ropes Ltd.,504648,,Industrials,Capital Goods,N
AZAD INDIA MOBILITY LIMITED,504731,,Industrials,Capital Goods,N
Indian Hume Pipe Co. Ltd.,504741,,Industrials,Capital Goods,N
Indian Link Chain Mnfrs. Ltd.,504746,,Industrials,Capital Goods,N
Investment & Precision Castings Ltd,504786,,Industrials,Capital Goods,N
Informed Technologies India Ltd.,504810,,Services,Services,N
Kaira Can Co. Ltd.,504840,,Industrials,Capital Goods,N
ORIENT CERATECH LIMITED,504879,ORIENTCER,Industrials,Capital Goods,Y
National Standard (India) Limited,504882,,Consumer Discretionary,Realty,N
Rathi Steel & Power Ltd,504903,,Industrials,Capital Goods,N
Duncan Engineering Limited,504908,,Consumer Discretionary,Automobile and Auto Components,N
Sandur Manganese & Iron Ores Ltd.,504918,,Energy,"Oil, Gas & Consumable Fuels",N
Stovec Industries Ltd.,504959,,Industrials,Capital Goods,N
CHOLAMANDALAM FINANCIAL HOLDINGS LIMITED,504973,CHOLAHLDNG,Financial Services,Financial Services,Y
Welcast Steels Ltd.,504988,,Industrials,Capital Goods,N
Western Ministil Ltd.,504998,,Industrials,Capital Goods,N
Automotive Axles Ltd.,505010,,Consumer Discretionary,Automobile and Auto Components,N
Atlas Cycles (Haryana) Ltd.,505029,,Consumer Discretionary,Consumer Durables,N
Automobile Products of India Ltd.,505032,,Consumer Discretionary,Automobile and Auto Components,N
Automobile Corpn. of Goa Ltd.,505036,,Consumer Discretionary,Automobile and Auto Components,N
Setco Automotive Limited,505075,SETCO,Consumer Discretionary,Automobile and Auto Components,Y
India Radiators Ltd.,505100,,Consumer Discretionary,Automobile and Auto Components,N
Talbros Automotive Components Ltd.,505160,,Consumer Discretionary,Automobile and Auto Components,N
Z.F. Steering Gear (India) Limited,505163,,Consumer Discretionary,Automobile and Auto Components,N
SML ISUZU LIMITED,505192,SMLISUZU,Industrials,Capital Goods,Y
TIL Ltd.,505196,,Industrials,Capital Goods,N
Eicher Motors Ltd.,505200,,Consumer Discretionary,Automobile and Auto Components,N
JAINEX AAMCOL LTD.,505212,,Consumer Discretionary,Automobile and Auto Components,N
Alfred Herbert (India) Ltd.,505216,,Financial Services,Financial Services,N
Veljan Denison Limited,505232,,Consumer Discretionary,Automobile and Auto Components,N
Dynamatic Technologies Ltd.,505242,,Industrials,Capital Goods,N
G. G. Dandekar Properties Limited,505250,,Industrials,Capital Goods,N
GMM Pfaudler Ltd.,505255,,Industrials,Capital Goods,N
Kirloskar Pneumatic Co.Ltd.,505283,,Industrials,Capital Goods,N
Tulive Developers Limited,505285,,Industrials,Capital Goods,N
KPT INDUSTRIES LIMITED,505299,,Industrials,Capital Goods,N
LAKSHMI ENGINEERING AND WAREHOUSING LIMITED,505302,,Industrials,Capital Goods,N
Manugraph India Ltd,505324,,Industrials,Capital Goods,N
HARSHIL AGROTECH LIMITED,505336,,Industrials,Capital Goods,N
Monotype India Ltd.,505343,,Services,Services,N
Nesco Ltd,505355,,Services,Services,N
Integra Engineering India Ltd.,505358,,Industrials,Capital Goods,N
SEMAC CONSULTANTS LIMITED,505368,SEMAC,Industrials,Construction,Y
Texmaco Infrastructure & Holdings Ltd,505400,,Services,Services,N
Wendt (India) Ltd.,505412,,Industrials,Capital Goods,N
PS IT Infrastructure & Services Limited,505502,,Financial Services,Financial Services,N
GHV INFRA PROJECTS LIMITED,505504,,Industrials,Construction,N
Responsive Industries Ltd,505509,,Consumer Discretionary,Consumer Durables,N
HEM Holdings and Trading Ltd.,505520,,Services,Services,N
Maharashtra Corporation Ltd.,505523,,Services,Services,N
DOLAT ALGOTECH LIMITED,505526,DOLATALGO,Financial Services,Financial Services,Y
WESTLIFE FOODWORLD LIMITED,505533,WESTLIFE,Consumer Discretionary,Consumer Services,Y
Zee Entertainment Enterprises Ltd.,505537,,Consumer Discretionary,"Media, Entertainment & Publication",N
Kovalam Inv. & Trading Co.Ltd.,505585,,Services,Services,N
SVP GLOBAL TEXTILES LIMITED,505590,SVPGLOB,Consumer Discretionary,Textiles,Y
Multiplus Holdings Ltd.,505594,,Services,Services,N
Skyline Millars Ltd,505650,,Consumer Discretionary,Realty,N
Bimetal Bearings Ltd,505681,,Consumer Discretionary,Automobile and Auto Components,N
Taparia Tools Ltd.,505685,,Industrials,Capital Goods,N
Bharat Gears Ltd.,505688,,Consumer Discretionary,Automobile and Auto Components,N
Brady & Morris Engineering Co. Ltd.,505690,,Industrials,Capital Goods,N
La Tim Metal & Industries Limited,505693,,Commodities,Metals & Mining,N
Elecon Engineering Co.Ltd.,505700,,Industrials,Capital Goods,N
Deccan Bearings Ltd.,505703,,Industrials,Capital Goods,N
Grauer & Weil (India) Ltd.,505710,,Commodities,Chemicals,N
HIM TEKNOFORGE LIMITED,505712,,Consumer Discretionary,Automobile and Auto Components,N
Gabriel India Ltd.,505714,,Consumer Discretionary,Automobile and Auto Components,N
Hercules Hoists Ltd.,505720,,Industrials,Capital Goods,N
ALGOQUANT FINTECH LIMITED,505725,,Financial Services,Financial Services,N
IFB Industries Limited,505726,IFBIND,Consumer Discretionary,Consumer Durables,Y
Singer India Limited,505729,,Consumer Discretionary,Consumer Durables,N
International Combustion (India) Lt,505737,,Industrials,Capital Goods,N
Federal-Mogul Goetze (India) Ltd,505744,,Consumer Discretionary,Automobile and Auto Components,N
Josts Engineering Co. Ltd.,505750,,Industrials,Capital Goods,N
Schaeffler India Limited,505790,SCHAEFFLER,Consumer Discretionary,Automobile and Auto Components,Y
Rane Holdings Ltd.,505800,,Financial Services,Financial Services,N
Rolcon Engineering Co. Ltd.,505807,,Industrials,Capital Goods,N
SNL Bearings Ltd.,505827,,Consumer Discretionary,Automobile and Auto Components,N
Jaipan Industries Ltd,505840,,Consumer Discretionary,Consumer Durables,N
Mangal Credit and Fincorp Limited,505850,MANCREDIT,Financial Services,Financial Services,Y
TRF Ltd,505854,,Industrials,Capital Goods,N
WPIL Ltd,505872,,Industrials,Capital Goods,N
Kennametal India Limtied,505890,,Industrials,Capital Goods,N
HINDUSTAN HARDY LIMITED,505893,,Consumer Discretionary,Automobile and Auto Components,N
Triton Valves Ltd.,505978,,Consumer Discretionary,Automobile and Auto Components,N
Sudal Industries Limited,506003,,Commodities,Metals & Mining,N
Prakash Industries Ltd.,506022,,Commodities,Metals & Mining,N
HARIYANA VENTURES LIMITED,506024,,Industrials,Capital Goods,N
Prabhu Steel Industries Ltd.,506042,,Industrials,Capital Goods,N
Arshiya Limited,506074,ARSHIYA,Services,Services,Y
Grindwell Norton Ltd.,506076,,Industrials,Capital Goods,N
Lakshmi Precision Screws Ltd.,506079,,Consumer Discretionary,Automobile and Auto Components,N
Stanrose Mafatlal Investments & Fin,506105,,Financial Services,Financial Services,N
Genesys International Corporation Ltd.,506109,,Information Technology,Information Technology,N
Alna Trading & Exports Ltd.,506120,,Services,Services,N
Kairosoft AI Solutions Limited,506122,,Consumer Discretionary,Automobile and Auto Components,N
Parnax Lab Limited,506128,,Healthcare,Healthcare,N
GOURMET GATEWAY INDIA LIMITED,506134,,Consumer Discretionary,Consumer Services,N
Visagar Polytex Ltd,506146,,Consumer Discretionary,Textiles,N
Ishwarshakti Holdings & Traders Ltd,506161,,Financial Services,Financial Services,N
Terraform Magnum Limited,506162,,Financial Services,Financial Services,N
Apis India Ltd,506166,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Velox Shipping and Logistics Limited,506178,,Services,Services,N
EMERGENT INDUSTRIAL SOLUTIONS LIMITED,506180,,Commodities,Metals & Mining,N
Kanani Industries Ltd,506184,,Consumer Discretionary,Consumer Durables,N
Sarvamangal Mercantile Co. Ltd.,506190,,Services,Services,N
Arihant Superstructures Limited,506194,ARIHANTSUP,Consumer Discretionary,Realty,Y
Viksit Engineering Ltd,506196,,Services,Services,N
Bliss GVS Pharma Limited,506197,BLISSGVS,Healthcare,Healthcare,Y
Styrenix Performance Materials Limited,506222,STYRENIX,Commodities,Chemicals,Y
Alembic  Ltd,506235,,Consumer Discretionary,Realty,N
Amines & Plasticizers Ltd,506248,,Commodities,Chemicals,N
Anuh Pharma Ltd.,506260,,Healthcare,Healthcare,N
MODISON LIMITED,506261,MODISONLTD,Industrials,Capital Goods,Y
Bayer CropScience Limited.,506285,,Commodities,Chemicals,N
Chemo Pharma Laboratories Ltd.,506365,,Healthcare,Healthcare,N
Heubach Colorants India Limited,506390,HEUBACHIND,Commodities,Chemicals,Y
Coromandel International Limited,506395,COROMANDEL,Commodities,Chemicals,Y
Deepak Nitrite Limited,506401,DEEPAKNTR,Commodities,Chemicals,Y
DMCC SPECIALITY CHEMICALS LIMITED,506405,DMCC,Commodities,Chemicals,Y
FERMENTA BIOTECH LIMITED,506414,,Healthcare,Healthcare,N
GOCL Corporation Limited,506480,GOCLCORP,Commodities,Chemicals,Y
Jayshree Chemicals Ltd.,506520,,Commodities,Chemicals,N
Kanoria Chemicals & Industries Ltd.,506525,,Industrials,Capital Goods,N
Keltech Energies Ltd.,506528,,Commodities,Chemicals,N
Kemp & Company Limited,506530,,Services,Services,N
Nitta Gelatin India Ltd,506532,,Commodities,Chemicals,N
M.P. Agro Industries Ltd.,506543,,Commodities,Chemicals,N
Oriental Carbon & Chemicals Ltd.,506579,,Commodities,Chemicals,N
PCBL Chemical Limited,506590,PCBL,Commodities,Chemicals,Y
Amal Ltd,506597,,Commodities,Chemicals,N
Polychem Ltd,506605,,Commodities,Chemicals,N
Punjab Chemicals and Crop Protection Ltd.,506618,,Commodities,Chemicals,N
Gujchem Distillers India Ltd.,506640,,Commodities,Chemicals,N
Sadhana Nitrochem Ltd.,506642,,Commodities,Chemicals,N
Sudarshan Chemical Indus. Ltd.,506655,,Commodities,Chemicals,N
Tecil Chemicals & Hydro Power Limit,506680,,Commodities,Chemicals,N
Ultramarine & Pigments Ltd.,506685,,Commodities,Chemicals,N
Transpek Industry Ltd.,506687,,Commodities,Chemicals,N
Unichem Laboratories Ltd.,506690,,Healthcare,Healthcare,N
Mysore Petro Chemicals Ltd.,506734,,Commodities,Chemicals,N
Alkyl Amines Chemicals Ltd.,506767,,Commodities,Chemicals,N
TUTICORIN ALKALI CHEMICALS AND FERTILIZERS LIMITED,506808,,Commodities,Chemicals,N
AstraZeneca Pharma India Ltd.,506820,,Healthcare,Healthcare,N
Primo Chemicals Limited,506852,,Commodities,Chemicals,N
TANFAC Industries Ltd.,506854,,Commodities,Chemicals,N
Gujarat Petrosynthese Ltd.,506858,,Commodities,Chemicals,N
Swadeshi Industries Leasing Co. Ltd,506863,,Industrials,Capital Goods,N
Gujarat Themis Biosyn Ltd.,506879,,Healthcare,Healthcare,N
Saptak Chem And Business Limited,506906,,Services,Services,N
Makers Laboratories Ltd.,506919,,Healthcare,Healthcare,N
Continental Chemicals Ltd.,506935,,Information Technology,Information Technology,N
J.B. Chemicals & Pharmaceuticals Lt,506943,,Healthcare,Healthcare,N
Indo Gulf Industries  Ltd.,506945,,Commodities,Chemicals,N
Advance Petrochemicals Ltd.,506947,,Commodities,Chemicals,N
Apt Packaging Ltd,506979,,Industrials,Capital Goods,N
Blue Chip Tex Industries Ltd.,506981,,Consumer Discretionary,Textiles,N
Jagatjit Industries Ltd.,507155,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Kesar Enterprises Ltd.,507180,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Tilaknagar Industries Ltd,507205,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Emerald Leisures Limited,507265,,Consumer Discretionary,Consumer Services,N
The Ravalgaon Sugar Farm Limited,507300,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Sakthi Sugars Ltd.,507315,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Walchandnagar Industries Ltd,507410,,Industrials,Capital Goods,N
IFB Agro Industries Ltd,507438,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Kothari Fermanatation & Biochem Ltd,507474,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Caprolactam Chemicals ltd.,507486,,Commodities,Chemicals,N
G.M. Breweries Ltd.,507488,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Rana Sugars Ltd.,507490,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Piccadily Sugar  & Allied Ltd.,507498,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Som Distilleries & Breweries Ltd.,507514,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
C.J. Gelatine Products Ltd.,507515,,Commodities,Chemicals,N
Associated Alcohols & Breweries Ltd,507526,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
THAKKERS GROUP LIMITED,507530,,Services,Services,N
Coromandel Agro Products & Oils Ltd,507543,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Foods & Inns Ltd.,507552,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
IVP Ltd.,507580,,Commodities,Chemicals,N
KOVILPATTI LAKSHMI ROLLER FLOUR MILLS  LTD,507598,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Olympic Oil Industries Ltd.,507609,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Milkfood Ltd.,507621,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Polson Ltd.,507645,,Commodities,Chemicals,N
Sagar Soya Products Ltd.,507663,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Wipro  Ltd.,507685,,Information Technology,Information Technology,N
Orient Beverages Ltd.,507690,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Dhanuka Agritech Ltd.,507717,,Commodities,Chemicals,N
TTK Healthcare Ltd.,507747,,Diversified,Diversified,N
TGV SRAAC LIMITED,507753,,Commodities,Chemicals,N
Lime Chemicals Ltd.,507759,,Commodities,Chemicals,N
Kanpur Plastipack Limited,507779,KANPRPLA,Industrials,Capital Goods,Y
Tainwala Chemicals & Plastics Ltd,507785,,Industrials,Capital Goods,N
Jagsonpal Pharmaceuticals Limited,507789,JAGSNPHARM,Healthcare,Healthcare,Y
Khaitan Chemicals & Fertilizers Ltd,507794,,Commodities,Chemicals,N
United Leasing & Industries Ltd,507808,,Consumer Discretionary,Textiles,N
National Oxygen Ltd.,507813,,Commodities,Chemicals,N
Gillette India Ltd.,507815,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Wires & Fabriks (SA) Ltd.,507817,,Consumer Discretionary,Textiles,N
ANSAL HOUSING LIMITED,507828,,Consumer Discretionary,Realty,N
Computer Point Ltd.,507833,,Information Technology,Information Technology,N
Mac Charles (India) Ltd.,507836,,Consumer Discretionary,Consumer Services,N
Addi Industries Ltd.,507852,,Consumer Discretionary,Textiles,N
Pioneer Investcorp Ltd,507864,,Financial Services,Financial Services,N
Ashnoor Textiles Mills Ltd.,507872,,Consumer Discretionary,Textiles,N
Unitech Ltd.,507878,,Consumer Discretionary,Realty,N
V.I.P. Industries Ltd.,507880,,Consumer Discretionary,Consumer Durables,N
FIBERWEB (INDIA) LTD.,507910,,Consumer Discretionary,Textiles,N
LKP Finance Limited,507912,,Financial Services,Financial Services,N
East Buildtech Limited,507917,,Consumer Discretionary,Realty,N
Manipal Finance Corporation Ltd.,507938,,Financial Services,Financial Services,N
Bajaj Steel Industries Ltd.,507944,,Industrials,Capital Goods,N
Kiduja  India  Ltd,507946,,Financial Services,Financial Services,N
Key Corp Ltd,507948,,Financial Services,Financial Services,N
Shikhar Leasing and Trading Ltd.,507952,,Financial Services,Financial Services,N
Gujarat Hotels Ltd.,507960,,Consumer Discretionary,Consumer Services,N
Rajath Finance Limited,507962,,Financial Services,Financial Services,N
Ras Resorts & Apart Hotels Ltd.,507966,,Consumer Discretionary,Consumer Services,N
Jolly Plastic Industries Ltd.,507968,,Financial Services,Financial Services,N
Paramount Cosmetics (India) Ltd,507970,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Jindal Hotels Ltd.,507981,,Consumer Discretionary,Consumer Services,N
Jupiter Industries & Leasing Ltd.,507987,,Financial Services,Financial Services,N
Simmonds-Marshall Ltd,507998,,Consumer Discretionary,Automobile and Auto Components,N
B & A Ltd.,508136,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Hawkins Cooker Ltd.,508486,,Consumer Discretionary,Consumer Durables,N
Warren Tea Ltd.,508494,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Cochin Malabar Estates & Indus. Ltd,508571,,Consumer Discretionary,Automobile and Auto Components,N
Best Eastern Hotels Limited,508664,,Consumer Discretionary,Consumer Services,N
Neelamalai Agro Industries Ltd.,508670,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
IST Limited,508807,,Consumer Discretionary,Automobile and Auto Components,N
Cosmo First Limited,508814,COSMOFIRST,Industrials,Capital Goods,Y
New Markets Advisory Ltd,508867,,Information Technology,Information Technology,N
Apollo Hospitals Enterprises Ltd.,508869,,Healthcare,Healthcare,N
Nitin Castings Limited,508875,,Industrials,Capital Goods,N
SMIFS Capital Markets Ltd.,508905,,Financial Services,Financial Services,N
Everest Industries Ltd.,508906,,Commodities,Construction Materials,N
MSR India Limited,508922,,Industrials,Capital Goods,N
AYM Syntex Limited,508933,AYMSYNTEX,Consumer Discretionary,Textiles,Y
Panasonic Carbon India Co.Ltd,508941,,Industrials,Capital Goods,N
Finkurve Financial Services Limited,508954,,Financial Services,Financial Services,N
